Gene,log2FC,pVal,pAdj,NES
PDGFB,0.265598455,0.687015462,0.877445231,23.06723
PDGFB,0.265598455,0.687015462,0.877445231,23.06723
PDGFB,0.265598455,0.687015462,0.877445231,23.06723
PDGFB,0.265598455,0.687015462,0.877445231,23.06723
PDGFB,0.265598455,0.687015462,0.877445231,23.06723
PDGFB,0.265598455,0.687015462,0.877445231,23.06723
PDGFB,0.265598455,0.687015462,0.877445231,23.06723
PDGFB,0.265598455,0.687015462,0.877445231,23.06723
PDGFB,0.265598455,0.687015462,0.877445231,23.06723
PDGFB,0.265598455,0.687015462,0.877445231,23.06723
MAP3K6,1.057726856,0.228449347,0.548773976,12.411792
MAP3K6,1.057726856,0.228449347,0.548773976,12.411792
MAP3K6,1.057726856,0.228449347,0.548773976,12.411792
MAP3K6,1.057726856,0.228449347,0.548773976,12.411792
MAP3K6,1.057726856,0.228449347,0.548773976,12.411792
MAP3K6,1.057726856,0.228449347,0.548773976,12.411792
MAP3K6,1.057726856,0.228449347,0.548773976,12.411792
MAP3K6,1.057726856,0.228449347,0.548773976,12.411792
MAP3K6,1.057726856,0.228449347,0.548773976,12.411792
MAP3K6,1.057726856,0.228449347,0.548773976,12.411792
MAP3K6,1.057726856,0.228449347,0.548773976,12.411792
MAP3K6,1.057726856,0.228449347,0.548773976,12.411792
MAP3K6,1.057726856,0.228449347,0.548773976,12.411792
CDKN1B,-0.034153023,0.836668214,0.93981912,250.0648
CDKN1B,-0.034153023,0.836668214,0.93981912,250.0648
CDKN1B,-0.034153023,0.836668214,0.93981912,250.0648
CDKN1B,-0.034153023,0.836668214,0.93981912,250.0648
CDKN1B,-0.034153023,0.836668214,0.93981912,250.0648
CDKN1B,-0.034153023,0.836668214,0.93981912,250.0648
CDKN1B,-0.034153023,0.836668214,0.93981912,250.0648
CDKN1B,-0.034153023,0.836668214,0.93981912,250.0648
CDKN1B,-0.034153023,0.836668214,0.93981912,250.0648
CDKN1B,-0.034153023,0.836668214,0.93981912,250.0648
CDKN1B,-0.034153023,0.836668214,0.93981912,250.0648
CDKN1B,-0.034153023,0.836668214,0.93981912,250.0648
CDKN1B,-0.034153023,0.836668214,0.93981912,250.0648
CDKN1B,-0.034153023,0.836668214,0.93981912,250.0648
CDKN1B,-0.034153023,0.836668214,0.93981912,250.0648
CDKN1B,-0.034153023,0.836668214,0.93981912,250.0648
CDKN1B,-0.034153023,0.836668214,0.93981912,250.0648
CDKN1B,-0.034153023,0.836668214,0.93981912,250.0648
CDKN1B,-0.034153023,0.836668214,0.93981912,250.0648
CDKN1B,-0.034153023,0.836668214,0.93981912,250.0648
CDKN1B,-0.034153023,0.836668214,0.93981912,250.0648
CDKN1B,-0.034153023,0.836668214,0.93981912,250.0648
CDKN1B,-0.034153023,0.836668214,0.93981912,250.0648
CDKN1B,-0.034153023,0.836668214,0.93981912,250.0648
ATRAID,0.299617373,0.240180911,0.561124324,87.73742
ATRAID,0.299617373,0.240180911,0.561124324,87.73742
ATRAID,0.299617373,0.240180911,0.561124324,87.73742
ATRAID,0.299617373,0.240180911,0.561124324,87.73742
ATRAID,0.299617373,0.240180911,0.561124324,87.73742
ATRAID,0.299617373,0.240180911,0.561124324,87.73742
ATRAID,0.299617373,0.240180911,0.561124324,87.73742
ATRAID,0.299617373,0.240180911,0.561124324,87.73742
ATRAID,0.299617373,0.240180911,0.561124324,87.73742
ATRAID,0.299617373,0.240180911,0.561124324,87.73742
PHB,0.607846661,0.04435047,0.229560702,163.479
PHB,0.607846661,0.04435047,0.229560702,163.479
PHB,0.607846661,0.04435047,0.229560702,163.479
PHB,0.607846661,0.04435047,0.229560702,163.479
PHB,0.607846661,0.04435047,0.229560702,163.479
PHB,0.607846661,0.04435047,0.229560702,163.479
PHB,0.607846661,0.04435047,0.229560702,163.479
PHB,0.607846661,0.04435047,0.229560702,163.479
PHB,0.607846661,0.04435047,0.229560702,163.479
PHB,0.607846661,0.04435047,0.229560702,163.479
PHB,0.607846661,0.04435047,0.229560702,163.479
PHB,0.607846661,0.04435047,0.229560702,163.479
PHB,0.607846661,0.04435047,0.229560702,163.479
PHB,0.607846661,0.04435047,0.229560702,163.479
PHB,0.607846661,0.04435047,0.229560702,163.479
PHB,0.607846661,0.04435047,0.229560702,163.479
PHB,0.607846661,0.04435047,0.229560702,163.479
PHB,0.607846661,0.04435047,0.229560702,163.479
PHB,0.607846661,0.04435047,0.229560702,163.479
PHB,0.607846661,0.04435047,0.229560702,163.479
PHB,0.607846661,0.04435047,0.229560702,163.479
PHB,0.607846661,0.04435047,0.229560702,163.479
PLA2R1,-0.401581845,0.759244353,0.908898909,3.941339
PLA2R1,-0.401581845,0.759244353,0.908898909,3.941339
PLA2R1,-0.401581845,0.759244353,0.908898909,3.941339
PLA2R1,-0.401581845,0.759244353,0.908898909,3.941339
PLA2R1,-0.401581845,0.759244353,0.908898909,3.941339
PLA2R1,-0.401581845,0.759244353,0.908898909,3.941339
PLA2R1,-0.401581845,0.759244353,0.908898909,3.941339
PLA2R1,-0.401581845,0.759244353,0.908898909,3.941339
PLA2R1,-0.401581845,0.759244353,0.908898909,3.941339
PLA2R1,-0.401581845,0.759244353,0.908898909,3.941339
PLA2R1,-0.401581845,0.759244353,0.908898909,3.941339
PLA2R1,-0.401581845,0.759244353,0.908898909,3.941339
PIM1,0.178109319,0.336567906,0.658543967,155.9673
PIM1,0.178109319,0.336567906,0.658543967,155.9673
PIM1,0.178109319,0.336567906,0.658543967,155.9673
PIM1,0.178109319,0.336567906,0.658543967,155.9673
PIM1,0.178109319,0.336567906,0.658543967,155.9673
PIM1,0.178109319,0.336567906,0.658543967,155.9673
PIM1,0.178109319,0.336567906,0.658543967,155.9673
PIM1,0.178109319,0.336567906,0.658543967,155.9673
PIM1,0.178109319,0.336567906,0.658543967,155.9673
PIM1,0.178109319,0.336567906,0.658543967,155.9673
PIM1,0.178109319,0.336567906,0.658543967,155.9673
PIM1,0.178109319,0.336567906,0.658543967,155.9673
PIM1,0.178109319,0.336567906,0.658543967,155.9673
PIM1,0.178109319,0.336567906,0.658543967,155.9673
PIM1,0.178109319,0.336567906,0.658543967,155.9673
PIM1,0.178109319,0.336567906,0.658543967,155.9673
RARB,-1.041197716,0.356493905,0.674753828,4.969793
RARB,-1.041197716,0.356493905,0.674753828,4.969793
RARB,-1.041197716,0.356493905,0.674753828,4.969793
RARB,-1.041197716,0.356493905,0.674753828,4.969793
RARB,-1.041197716,0.356493905,0.674753828,4.969793
RARB,-1.041197716,0.356493905,0.674753828,4.969793
RARB,-1.041197716,0.356493905,0.674753828,4.969793
RARB,-1.041197716,0.356493905,0.674753828,4.969793
RARB,-1.041197716,0.356493905,0.674753828,4.969793
RARB,-1.041197716,0.356493905,0.674753828,4.969793
RARB,-1.041197716,0.356493905,0.674753828,4.969793
RARB,-1.041197716,0.356493905,0.674753828,4.969793
RARB,-1.041197716,0.356493905,0.674753828,4.969793
RARB,-1.041197716,0.356493905,0.674753828,4.969793
RARB,-1.041197716,0.356493905,0.674753828,4.969793
RARB,-1.041197716,0.356493905,0.674753828,4.969793
RARB,-1.041197716,0.356493905,0.674753828,4.969793
RARB,-1.041197716,0.356493905,0.674753828,4.969793
RARB,-1.041197716,0.356493905,0.674753828,4.969793
RARB,-1.041197716,0.356493905,0.674753828,4.969793
RARB,-1.041197716,0.356493905,0.674753828,4.969793
RARB,-1.041197716,0.356493905,0.674753828,4.969793
RAF1,0.010253055,0.952611911,0.985857934,93.06347
RAF1,0.010253055,0.952611911,0.985857934,93.06347
RAF1,0.010253055,0.952611911,0.985857934,93.06347
RAF1,0.010253055,0.952611911,0.985857934,93.06347
RAF1,0.010253055,0.952611911,0.985857934,93.06347
RAF1,0.010253055,0.952611911,0.985857934,93.06347
RAF1,0.010253055,0.952611911,0.985857934,93.06347
RAF1,0.010253055,0.952611911,0.985857934,93.06347
RAF1,0.010253055,0.952611911,0.985857934,93.06347
RAF1,0.010253055,0.952611911,0.985857934,93.06347
RAF1,0.010253055,0.952611911,0.985857934,93.06347
RAF1,0.010253055,0.952611911,0.985857934,93.06347
RAF1,0.010253055,0.952611911,0.985857934,93.06347
RAF1,0.010253055,0.952611911,0.985857934,93.06347
RAF1,0.010253055,0.952611911,0.985857934,93.06347
RAF1,0.010253055,0.952611911,0.985857934,93.06347
RAF1,0.010253055,0.952611911,0.985857934,93.06347
RAF1,0.010253055,0.952611911,0.985857934,93.06347
RAF1,0.010253055,0.952611911,0.985857934,93.06347
RAF1,0.010253055,0.952611911,0.985857934,93.06347
RAF1,0.010253055,0.952611911,0.985857934,93.06347
BRD7,-0.006220552,0.973734778,0.992280329,135.1734
BRD7,-0.006220552,0.973734778,0.992280329,135.1734
BRD7,-0.006220552,0.973734778,0.992280329,135.1734
BRD7,-0.006220552,0.973734778,0.992280329,135.1734
BRD7,-0.006220552,0.973734778,0.992280329,135.1734
BRD7,-0.006220552,0.973734778,0.992280329,135.1734
BRD7,-0.006220552,0.973734778,0.992280329,135.1734
BRD7,-0.006220552,0.973734778,0.992280329,135.1734
BRD7,-0.006220552,0.973734778,0.992280329,135.1734
BRD7,-0.006220552,0.973734778,0.992280329,135.1734
BRD7,-0.006220552,0.973734778,0.992280329,135.1734
BRD7,-0.006220552,0.973734778,0.992280329,135.1734
BRD7,-0.006220552,0.973734778,0.992280329,135.1734
BRD7,-0.006220552,0.973734778,0.992280329,135.1734
BRD7,-0.006220552,0.973734778,0.992280329,135.1734
BRD7,-0.006220552,0.973734778,0.992280329,135.1734
BRD7,-0.006220552,0.973734778,0.992280329,135.1734
NINJ1,0.506437945,0.059332256,0.272881443,76.45642
NINJ1,0.506437945,0.059332256,0.272881443,76.45642
NINJ1,0.506437945,0.059332256,0.272881443,76.45642
NINJ1,0.506437945,0.059332256,0.272881443,76.45642
NINJ1,0.506437945,0.059332256,0.272881443,76.45642
NINJ1,0.506437945,0.059332256,0.272881443,76.45642
NINJ1,0.506437945,0.059332256,0.272881443,76.45642
NINJ1,0.506437945,0.059332256,0.272881443,76.45642
NINJ1,0.506437945,0.059332256,0.272881443,76.45642
NINJ1,0.506437945,0.059332256,0.272881443,76.45642
NINJ1,0.506437945,0.059332256,0.272881443,76.45642
NINJ1,0.506437945,0.059332256,0.272881443,76.45642
NINJ1,0.506437945,0.059332256,0.272881443,76.45642
NINJ1,0.506437945,0.059332256,0.272881443,76.45642
NINJ1,0.506437945,0.059332256,0.272881443,76.45642
NINJ1,0.506437945,0.059332256,0.272881443,76.45642
NINJ1,0.506437945,0.059332256,0.272881443,76.45642
NINJ1,0.506437945,0.059332256,0.272881443,76.45642
NINJ1,0.506437945,0.059332256,0.272881443,76.45642
NINJ1,0.506437945,0.059332256,0.272881443,76.45642
NINJ1,0.506437945,0.059332256,0.272881443,76.45642
NINJ1,0.506437945,0.059332256,0.272881443,76.45642
NINJ1,0.506437945,0.059332256,0.272881443,76.45642
NINJ1,0.506437945,0.059332256,0.272881443,76.45642
CAV1,0.759632392,0.081871392,0.32551051,174.7026
CAV1,0.759632392,0.081871392,0.32551051,174.7026
CAV1,0.759632392,0.081871392,0.32551051,174.7026
CAV1,0.759632392,0.081871392,0.32551051,174.7026
CAV1,0.759632392,0.081871392,0.32551051,174.7026
MORC3,-0.009103566,0.97339369,0.992279771,136.40126
MORC3,-0.009103566,0.97339369,0.992279771,136.40126
MORC3,-0.009103566,0.97339369,0.992279771,136.40126
TBPL1,-0.207162335,0.448287549,0.742498482,66.38777
TBPL1,-0.207162335,0.448287549,0.742498482,66.38777
TBPL1,-0.207162335,0.448287549,0.742498482,66.38777
TBPL1,-0.207162335,0.448287549,0.742498482,66.38777
TBPL1,-0.207162335,0.448287549,0.742498482,66.38777
TBPL1,-0.207162335,0.448287549,0.742498482,66.38777
TBPL1,-0.207162335,0.448287549,0.742498482,66.38777
TBPL1,-0.207162335,0.448287549,0.742498482,66.38777
TBPL1,-0.207162335,0.448287549,0.742498482,66.38777
TBPL1,-0.207162335,0.448287549,0.742498482,66.38777
TBPL1,-0.207162335,0.448287549,0.742498482,66.38777
TBPL1,-0.207162335,0.448287549,0.742498482,66.38777
TBPL1,-0.207162335,0.448287549,0.742498482,66.38777
TBPL1,-0.207162335,0.448287549,0.742498482,66.38777
TBPL1,-0.207162335,0.448287549,0.742498482,66.38777
TBPL1,-0.207162335,0.448287549,0.742498482,66.38777
TBPL1,-0.207162335,0.448287549,0.742498482,66.38777
TBPL1,-0.207162335,0.448287549,0.742498482,66.38777
TBPL1,-0.207162335,0.448287549,0.742498482,66.38777
TBPL1,-0.207162335,0.448287549,0.742498482,66.38777
TBPL1,-0.207162335,0.448287549,0.742498482,66.38777
TBPL1,-0.207162335,0.448287549,0.742498482,66.38777
TBPL1,-0.207162335,0.448287549,0.742498482,66.38777
TBPL1,-0.207162335,0.448287549,0.742498482,66.38777
BRAF,0.371635785,0.141334403,0.43584605,96.19567
BRAF,0.371635785,0.141334403,0.43584605,96.19567
BRAF,0.371635785,0.141334403,0.43584605,96.19567
BRAF,0.371635785,0.141334403,0.43584605,96.19567
BRAF,0.371635785,0.141334403,0.43584605,96.19567
BRAF,0.371635785,0.141334403,0.43584605,96.19567
BRAF,0.371635785,0.141334403,0.43584605,96.19567
BRAF,0.371635785,0.141334403,0.43584605,96.19567
BRAF,0.371635785,0.141334403,0.43584605,96.19567
BRAF,0.371635785,0.141334403,0.43584605,96.19567
BRAF,0.371635785,0.141334403,0.43584605,96.19567
BRAF,0.371635785,0.141334403,0.43584605,96.19567
BRAF,0.371635785,0.141334403,0.43584605,96.19567
BRAF,0.371635785,0.141334403,0.43584605,96.19567
BRAF,0.371635785,0.141334403,0.43584605,96.19567
BRAF,0.371635785,0.141334403,0.43584605,96.19567
BRAF,0.371635785,0.141334403,0.43584605,96.19567
BRAF,0.371635785,0.141334403,0.43584605,96.19567
BRAF,0.371635785,0.141334403,0.43584605,96.19567
BRAF,0.371635785,0.141334403,0.43584605,96.19567
BRAF,0.371635785,0.141334403,0.43584605,96.19567
BRAF,0.371635785,0.141334403,0.43584605,96.19567
BRAF,0.371635785,0.141334403,0.43584605,96.19567
BRAF,0.371635785,0.141334403,0.43584605,96.19567
ITGB4,0.262194195,0.587217043,0.826487994,31.39668
ITGB4,0.262194195,0.587217043,0.826487994,31.39668
ITGB4,0.262194195,0.587217043,0.826487994,31.39668
ITGB4,0.262194195,0.587217043,0.826487994,31.39668
ITGB4,0.262194195,0.587217043,0.826487994,31.39668
ITGB4,0.262194195,0.587217043,0.826487994,31.39668
ITGB4,0.262194195,0.587217043,0.826487994,31.39668
ITGB4,0.262194195,0.587217043,0.826487994,31.39668
ITGB4,0.262194195,0.587217043,0.826487994,31.39668
ITGB4,0.262194195,0.587217043,0.826487994,31.39668
ITGB4,0.262194195,0.587217043,0.826487994,31.39668
ITGB4,0.262194195,0.587217043,0.826487994,31.39668
ITGB4,0.262194195,0.587217043,0.826487994,31.39668
ITGB4,0.262194195,0.587217043,0.826487994,31.39668
ITGB4,0.262194195,0.587217043,0.826487994,31.39668
ITGB4,0.262194195,0.587217043,0.826487994,31.39668
ITGB4,0.262194195,0.587217043,0.826487994,31.39668
ITGB4,0.262194195,0.587217043,0.826487994,31.39668
ITGB4,0.262194195,0.587217043,0.826487994,31.39668
ITGB4,0.262194195,0.587217043,0.826487994,31.39668
ITGB4,0.262194195,0.587217043,0.826487994,31.39668
ITGB4,0.262194195,0.587217043,0.826487994,31.39668
ITGB4,0.262194195,0.587217043,0.826487994,31.39668
ITGB4,0.262194195,0.587217043,0.826487994,31.39668
ITGB4,0.262194195,0.587217043,0.826487994,31.39668
ITGB4,0.262194195,0.587217043,0.826487994,31.39668
ITGB4,0.262194195,0.587217043,0.826487994,31.39668
ITGB4,0.262194195,0.587217043,0.826487994,31.39668
PNPT1,0.283164638,0.294874921,0.617572151,49.72405
PNPT1,0.283164638,0.294874921,0.617572151,49.72405
PNPT1,0.283164638,0.294874921,0.617572151,49.72405
PNPT1,0.283164638,0.294874921,0.617572151,49.72405
PNPT1,0.283164638,0.294874921,0.617572151,49.72405
DLC1,-0.085341261,0.842286386,0.9427141,33.24566
DLC1,-0.085341261,0.842286386,0.9427141,33.24566
DLC1,-0.085341261,0.842286386,0.9427141,33.24566
DLC1,-0.085341261,0.842286386,0.9427141,33.24566
DLC1,-0.085341261,0.842286386,0.9427141,33.24566
DLC1,-0.085341261,0.842286386,0.9427141,33.24566
DLC1,-0.085341261,0.842286386,0.9427141,33.24566
DLC1,-0.085341261,0.842286386,0.9427141,33.24566
DLC1,-0.085341261,0.842286386,0.9427141,33.24566
MEOX1,-0.199540806,0.816777719,0.93329662,15.078778
MEOX1,-0.199540806,0.816777719,0.93329662,15.078778
MEOX1,-0.199540806,0.816777719,0.93329662,15.078778
MEOX1,-0.199540806,0.816777719,0.93329662,15.078778
MEOX1,-0.199540806,0.816777719,0.93329662,15.078778
MEOX1,-0.199540806,0.816777719,0.93329662,15.078778
MEOX1,-0.199540806,0.816777719,0.93329662,15.078778
MEOX1,-0.199540806,0.816777719,0.93329662,15.078778
MEOX1,-0.199540806,0.816777719,0.93329662,15.078778
MEOX1,-0.199540806,0.816777719,0.93329662,15.078778
MEOX1,-0.199540806,0.816777719,0.93329662,15.078778
MEOX1,-0.199540806,0.816777719,0.93329662,15.078778
ATR,0.523409349,0.14240586,0.437014611,60.43846
ATR,0.523409349,0.14240586,0.437014611,60.43846
ATR,0.523409349,0.14240586,0.437014611,60.43846
ATR,0.523409349,0.14240586,0.437014611,60.43846
ATR,0.523409349,0.14240586,0.437014611,60.43846
ATR,0.523409349,0.14240586,0.437014611,60.43846
ATR,0.523409349,0.14240586,0.437014611,60.43846
ATR,0.523409349,0.14240586,0.437014611,60.43846
ATR,0.523409349,0.14240586,0.437014611,60.43846
ATR,0.523409349,0.14240586,0.437014611,60.43846
ATR,0.523409349,0.14240586,0.437014611,60.43846
ATR,0.523409349,0.14240586,0.437014611,60.43846
ATR,0.523409349,0.14240586,0.437014611,60.43846
ATR,0.523409349,0.14240586,0.437014611,60.43846
ATR,0.523409349,0.14240586,0.437014611,60.43846
ATR,0.523409349,0.14240586,0.437014611,60.43846
ATR,0.523409349,0.14240586,0.437014611,60.43846
CLCA2,0.706627035,0.48489845,0.767617744,13.81074
CLCA2,0.706627035,0.48489845,0.767617744,13.81074
CLCA2,0.706627035,0.48489845,0.767617744,13.81074
CLCA2,0.706627035,0.48489845,0.767617744,13.81074
CLCA2,0.706627035,0.48489845,0.767617744,13.81074
CLCA2,0.706627035,0.48489845,0.767617744,13.81074
CLCA2,0.706627035,0.48489845,0.767617744,13.81074
CLCA2,0.706627035,0.48489845,0.767617744,13.81074
CLCA2,0.706627035,0.48489845,0.767617744,13.81074
CLCA2,0.706627035,0.48489845,0.767617744,13.81074
CLCA2,0.706627035,0.48489845,0.767617744,13.81074
CLCA2,0.706627035,0.48489845,0.767617744,13.81074
CLCA2,0.706627035,0.48489845,0.767617744,13.81074
CLCA2,0.706627035,0.48489845,0.767617744,13.81074
CLCA2,0.706627035,0.48489845,0.767617744,13.81074
CLCA2,0.706627035,0.48489845,0.767617744,13.81074
CLCA2,0.706627035,0.48489845,0.767617744,13.81074
CLCA2,0.706627035,0.48489845,0.767617744,13.81074
CLCA2,0.706627035,0.48489845,0.767617744,13.81074
CLCA2,0.706627035,0.48489845,0.767617744,13.81074
CLCA2,0.706627035,0.48489845,0.767617744,13.81074
CLCA2,0.706627035,0.48489845,0.767617744,13.81074
CLCA2,0.706627035,0.48489845,0.767617744,13.81074
CLCA2,0.706627035,0.48489845,0.767617744,13.81074
PML,0.264155025,0.434912751,0.73583628,46.98042
PML,0.264155025,0.434912751,0.73583628,46.98042
PML,0.264155025,0.434912751,0.73583628,46.98042
PML,0.264155025,0.434912751,0.73583628,46.98042
PML,0.264155025,0.434912751,0.73583628,46.98042
PML,0.264155025,0.434912751,0.73583628,46.98042
STAT5A,-0.24598596,0.237777786,0.558740326,45.02525
STAT5A,-0.24598596,0.237777786,0.558740326,45.02525
STAT5A,-0.24598596,0.237777786,0.558740326,45.02525
STAT5A,-0.24598596,0.237777786,0.558740326,45.02525
STAT5A,-0.24598596,0.237777786,0.558740326,45.02525
STAT5A,-0.24598596,0.237777786,0.558740326,45.02525
STAT5A,-0.24598596,0.237777786,0.558740326,45.02525
STAT5A,-0.24598596,0.237777786,0.558740326,45.02525
DHCR24,-0.548735715,0.080491902,0.322482526,84.63098
DHCR24,-0.548735715,0.080491902,0.322482526,84.63098
DHCR24,-0.548735715,0.080491902,0.322482526,84.63098
DHCR24,-0.548735715,0.080491902,0.322482526,84.63098
DHCR24,-0.548735715,0.080491902,0.322482526,84.63098
DHCR24,-0.548735715,0.080491902,0.322482526,84.63098
RNASEL,-0.119089743,0.622655107,0.845085906,57.30476
RNASEL,-0.119089743,0.622655107,0.845085906,57.30476
RNASEL,-0.119089743,0.622655107,0.845085906,57.30476
RNASEL,-0.119089743,0.622655107,0.845085906,57.30476
RNASEL,-0.119089743,0.622655107,0.845085906,57.30476
RNASEL,-0.119089743,0.622655107,0.845085906,57.30476
RNASEL,-0.119089743,0.622655107,0.845085906,57.30476
RNASEL,-0.119089743,0.622655107,0.845085906,57.30476
RNASEL,-0.119089743,0.622655107,0.845085906,57.30476
RNASEL,-0.119089743,0.622655107,0.845085906,57.30476
RNASEL,-0.119089743,0.622655107,0.845085906,57.30476
RNASEL,-0.119089743,0.622655107,0.845085906,57.30476
BAP1,-0.409960233,0.127191966,0.412564824,47.57815
BAP1,-0.409960233,0.127191966,0.412564824,47.57815
BAP1,-0.409960233,0.127191966,0.412564824,47.57815
BAP1,-0.409960233,0.127191966,0.412564824,47.57815
BAP1,-0.409960233,0.127191966,0.412564824,47.57815
BAP1,-0.409960233,0.127191966,0.412564824,47.57815
ABI3,-0.416850962,0.0149491,0.116151544,101.9569
ABI3,-0.416850962,0.0149491,0.116151544,101.9569
ABI3,-0.416850962,0.0149491,0.116151544,101.9569
ABI3,-0.416850962,0.0149491,0.116151544,101.9569
ABI3,-0.416850962,0.0149491,0.116151544,101.9569
ABI3,-0.416850962,0.0149491,0.116151544,101.9569
ABI3,-0.416850962,0.0149491,0.116151544,101.9569
ABI3,-0.416850962,0.0149491,0.116151544,101.9569
ABI3,-0.416850962,0.0149491,0.116151544,101.9569
ABI3,-0.416850962,0.0149491,0.116151544,101.9569
ABI3,-0.416850962,0.0149491,0.116151544,101.9569
ABI3,-0.416850962,0.0149491,0.116151544,101.9569
ABI3,-0.416850962,0.0149491,0.116151544,101.9569
ABI3,-0.416850962,0.0149491,0.116151544,101.9569
ABI3,-0.416850962,0.0149491,0.116151544,101.9569
ABI3,-0.416850962,0.0149491,0.116151544,101.9569
ABI3,-0.416850962,0.0149491,0.116151544,101.9569
ABI3,-0.416850962,0.0149491,0.116151544,101.9569
PIK3R5,0.093585506,0.81372907,0.931815473,51.10446
PIK3R5,0.093585506,0.81372907,0.931815473,51.10446
PIK3R5,0.093585506,0.81372907,0.931815473,51.10446
PIK3R5,0.093585506,0.81372907,0.931815473,51.10446
PIK3R5,0.093585506,0.81372907,0.931815473,51.10446
PIK3R5,0.093585506,0.81372907,0.931815473,51.10446
FBXO4,0.786944399,0.066867973,0.291110709,33.01618
FBXO4,0.786944399,0.066867973,0.291110709,33.01618
FBXO4,0.786944399,0.066867973,0.291110709,33.01618
FBXO4,0.786944399,0.066867973,0.291110709,33.01618
FBXO4,0.786944399,0.066867973,0.291110709,33.01618
FBXO4,0.786944399,0.066867973,0.291110709,33.01618
FBXO4,0.786944399,0.066867973,0.291110709,33.01618
FBXO4,0.786944399,0.066867973,0.291110709,33.01618
FBXO4,0.786944399,0.066867973,0.291110709,33.01618
FBXO4,0.786944399,0.066867973,0.291110709,33.01618
FBXO4,0.786944399,0.066867973,0.291110709,33.01618
FBXO4,0.786944399,0.066867973,0.291110709,33.01618
FBXO4,0.786944399,0.066867973,0.291110709,33.01618
FBXO4,0.786944399,0.066867973,0.291110709,33.01618
FBXO4,0.786944399,0.066867973,0.291110709,33.01618
FBXO4,0.786944399,0.066867973,0.291110709,33.01618
FBXO4,0.786944399,0.066867973,0.291110709,33.01618
FBXO4,0.786944399,0.066867973,0.291110709,33.01618
FBXO4,0.786944399,0.066867973,0.291110709,33.01618
FBXO4,0.786944399,0.066867973,0.291110709,33.01618
FBXO4,0.786944399,0.066867973,0.291110709,33.01618
FBXO4,0.786944399,0.066867973,0.291110709,33.01618
CEBPB,0.206557828,0.700953529,0.884849499,409.257
CEBPB,0.206557828,0.700953529,0.884849499,409.257
CEBPB,0.206557828,0.700953529,0.884849499,409.257
CEBPB,0.206557828,0.700953529,0.884849499,409.257
CEBPB,0.206557828,0.700953529,0.884849499,409.257
CEBPB,0.206557828,0.700953529,0.884849499,409.257
CEBPB,0.206557828,0.700953529,0.884849499,409.257
CEBPB,0.206557828,0.700953529,0.884849499,409.257
CEBPB,0.206557828,0.700953529,0.884849499,409.257
CEBPB,0.206557828,0.700953529,0.884849499,409.257
CEBPB,0.206557828,0.700953529,0.884849499,409.257
CEBPB,0.206557828,0.700953529,0.884849499,409.257
CEBPB,0.206557828,0.700953529,0.884849499,409.257
CEBPB,0.206557828,0.700953529,0.884849499,409.257
CEBPB,0.206557828,0.700953529,0.884849499,409.257
CEBPB,0.206557828,0.700953529,0.884849499,409.257
CEBPB,0.206557828,0.700953529,0.884849499,409.257
CEBPB,0.206557828,0.700953529,0.884849499,409.257
CEBPB,0.206557828,0.700953529,0.884849499,409.257
CEBPB,0.206557828,0.700953529,0.884849499,409.257
CEBPB,0.206557828,0.700953529,0.884849499,409.257
CEBPB,0.206557828,0.700953529,0.884849499,409.257
CEBPB,0.206557828,0.700953529,0.884849499,409.257
CEBPB,0.206557828,0.700953529,0.884849499,409.257
ING2,-0.458685826,0.046812324,0.236356192,45.52506
ING2,-0.458685826,0.046812324,0.236356192,45.52506
ING2,-0.458685826,0.046812324,0.236356192,45.52506
ING2,-0.458685826,0.046812324,0.236356192,45.52506
ING2,-0.458685826,0.046812324,0.236356192,45.52506
ING2,-0.458685826,0.046812324,0.236356192,45.52506
ING2,-0.458685826,0.046812324,0.236356192,45.52506
ING2,-0.458685826,0.046812324,0.236356192,45.52506
ING2,-0.458685826,0.046812324,0.236356192,45.52506
ING2,-0.458685826,0.046812324,0.236356192,45.52506
ING2,-0.458685826,0.046812324,0.236356192,45.52506
ING2,-0.458685826,0.046812324,0.236356192,45.52506
ING2,-0.458685826,0.046812324,0.236356192,45.52506
ING2,-0.458685826,0.046812324,0.236356192,45.52506
ING2,-0.458685826,0.046812324,0.236356192,45.52506
ING2,-0.458685826,0.046812324,0.236356192,45.52506
ING2,-0.458685826,0.046812324,0.236356192,45.52506
ING2,-0.458685826,0.046812324,0.236356192,45.52506
ING2,-0.458685826,0.046812324,0.236356192,45.52506
ING2,-0.458685826,0.046812324,0.236356192,45.52506
ING2,-0.458685826,0.046812324,0.236356192,45.52506
ING2,-0.458685826,0.046812324,0.236356192,45.52506
XPO1,-0.151374582,0.530663332,0.795842509,143.38147
XPO1,-0.151374582,0.530663332,0.795842509,143.38147
XPO1,-0.151374582,0.530663332,0.795842509,143.38147
XPO1,-0.151374582,0.530663332,0.795842509,143.38147
XPO1,-0.151374582,0.530663332,0.795842509,143.38147
XPO1,-0.151374582,0.530663332,0.795842509,143.38147
XPO1,-0.151374582,0.530663332,0.795842509,143.38147
XPO1,-0.151374582,0.530663332,0.795842509,143.38147
XPO1,-0.151374582,0.530663332,0.795842509,143.38147
XPO1,-0.151374582,0.530663332,0.795842509,143.38147
XPO1,-0.151374582,0.530663332,0.795842509,143.38147
CHEK2,-0.571349516,0.248474558,0.571433384,21.31065
CHEK2,-0.571349516,0.248474558,0.571433384,21.31065
